reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
de3862ee-0795-40fe-9144-a834c30c8880,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"semenjak twit ganti jdi x malah bugnya malah nambah, pas mau liat"" gambar, gambar nya selalu gak muncul dan itu harus bolak balik ngehapus cache baru bisa ada gambarnya itupun setengah. Tolong perbaiki lagi (soalnya bikin stress 😀) EDIT: tolong perbaiki bug gambar tiba tiba hilang soalnya ngeselin, terus bug GK bisa nyimpen gambar ITU NGUESELINNN BANGET PLISS 😭",3,823,10.89.1-release.0,2025-04-25 01:11:47,,,10.89.1-release.0
129c4d02-3858-4aa7-a0ff-92192fb7426e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"untuk sekarang X parah banget , gabisa login sama sekali , sering ke logout sendiri , tolong di benerin sistem nya dong masa gabisa login sama sekali , jaringan udah bagus padahal no lag sama sekali tetap gabisa login juga",1,38,11.0.0-release.0,2025-05-23 19:05:37,,,11.0.0-release.0
ced1834c-dfc3-474b-8b85-5a589ecd0071,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"setiap mencet notifikasi dari X notifikasinya kosong dan gak ada apa-apa pas di cek di aplikasinya malah notifikasinya ilang. Ohh yaa, tambahin juga fitur buat liat notifikasi sebelumnya kayak di YouTube soalnya itu berguna banget 👍 Notifikasinya kebanyakan belum juga sempet baca udah ilang gitu aja 🙄 apalagi kalo ada berita, drama, gorengan atau dongeng sebelum tidur yang sayang banget buat dilewatin!",1,1237,10.89.1-release.0,2025-04-23 00:58:42,,,10.89.1-release.0
58e6d7a7-a5a6-4aa7-9bec-c07506396fc9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"inii kenapa yaa ga bisa login akunn?? selalu bilangnya ""ada kesalahan teknis, tunggu lagi nanti"", padahal udah ngikutin solusinya di YouTube :) mulai dari hapus cache nya, hapus data, install ulang, restart hp, paksa berhenti aplikasi nya, tapi tetep ga bisa jugaaaa, helppp meee plsss huaaaa",1,22,11.0.0-release.0,2025-05-23 08:40:12,,,11.0.0-release.0
0097014a-900d-40e9-b005-574b9897d80d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,singkat saja ini aplikasi TERBURUK!! aplikasi lain sering di update semakin membaik eh ini malah makin KACAU!! sering ngeBUG!! baru buka tiba-tiba KELUAR!! sendiri aplikasi juga makin LEMOT!! Aneh percuma terus-terusan di UPDATE!! tapi gak ada PERUBAHAN!! MENGECEWAKAN!!,5,282,11.2.0-release.0,2025-06-08 07:07:17,,,11.2.0-release.0
8d17ee28-f0a7-4fa8-a065-46d1e3c52dea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"actually, over all good? cuma pas aku uninstal apk nya gara gara ngelek mulu, dia buat login ke akun aku nya ribert banget!! harus nunggu loading, yang mana Alloohu lama banget.. terus kadang keluar ga jelas lah. aku mau login aja susah banget.. kesalahan teknisi lah, sinyal lah. padahal aku buka medsos yang lain fine fine aja? *hopefully ke depannya ga begini lagi yaa. semoga proses login dipermudaah 🙆‍♀️🙆‍♀️",4,110,10.97.0-release.0,2025-05-20 17:59:16,,,10.97.0-release.0
3ae8876d-a74d-40bf-88fa-d07762195fdc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"rasanya makin ke sini malah makin gak nyaman dipake dah :/ pas liat liat akun, postingannya itu malah gak muncul sama sekali padahal tertulis nya itu ada ribuan. mana fitur like nya juga dihapus lagi. sama ini nih yang paling ngeselin, suka ke back sendiri. misal lagi liat akun 2 dari akun 1, eh tiba tiba layar ngefreeze, terus tiba tiba kembali ke akun 1 padahal gak neken tombol back. bahkan sering juga sampe keluar aplikasi. padahal sebelum jadi X malah nyaman banget pakenya :/",2,12,11.0.0-release.0,2025-05-27 21:38:05,,,11.0.0-release.0
eae362af-f1a5-4b35-b7a3-d1a0bde13348,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"DM sering error, masa kita menerima pesan dan ada notifikasinya tapi di dalam aplikasi seperti tak terjadi apapun, mana kadang ada notif ga jelas lagi, seolah ada sesuatu di kolom notif tapi pas dipencet ga ada sesuatu yang baru",2,7,11.0.0-release.0,2025-05-27 00:56:34,,,11.0.0-release.0
59230136-6c61-41fb-87b1-dad6052a4f5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kinda forgot i download this app.. anw, semuanya bagus, gaada bug dan aplikasinya lancar lancar aja, tapi. kenapa setiap buka komen selalu muncul 1, bahkan cuman '.' aja, pas di cek ulang postingannya tuh banyak komennya, tapi kenapa ga muncul?? it's weird",4,92,10.95.0-release.0,2025-05-04 19:54:21,,,10.95.0-release.0
a8a6705d-fc5a-4279-81b4-a9d1544abf27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya sangat kecewa terhadap x pelayanan buruk ,akun mudah kena suspend ,tolong pihak x berikan pelayanan terbaik jangan mudah suspend akun , akun saya kena suspend gak balik ,udah ajuin banding tetep aja , !! Pelayanan X masih sangat buruk sekali mohon diperbaiki !!! jangan mudah suspend akun !!!",1,118,10.97.0-release.0,2025-05-19 17:28:19,,,10.97.0-release.0
308d87f2-1595-4c64-86b2-8aa7232f0d3d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sering crash, ngga bisa dibuka harus delete cache dan data dulu baru bisa loading halaman beranda, jadi sangat mengganggu ketika mau dibuka mesti masuk setting untuk delete cache dan data",1,8,10.87.1-release.0,2025-05-23 18:20:37,,,10.87.1-release.0
8be5dbe2-9cba-41ac-8846-caa5eddd4f9d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa gambar pada ngga mucul si? dari pagi loh? makin kesini semakin ngga bermutu, padahal jaringan bagus, suka lemot, di update bukannya makin baik malah makin buruk aja kualitasnya, atasi dong, kalo gini caranya ulasan lu tambah anjlok",1,0,11.2.0-release.0,2025-06-09 16:04:50,,,11.2.0-release.0
034a5cd1-89c7-413e-b3b6-de0185f8e6f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hmmm sejauh ini pake x ini aplikasi sering error, sering tiba tiba logout sendiri, dm ga muncul, dan sekarang malah bener bener aplikasinya error ga bisa refresh apapun padahal sinyal sangat lancar!",1,7,10.95.0-release.0,2025-05-24 20:25:59,,,10.95.0-release.0
608684da-159a-42f6-a26c-dd50a81c07f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tadinya pakai x lumayan enak meskipun sering bgt log out sendiri ,tbtb terkunci eeeh kemarin koq ngga bisa dibuka karena ""kesalahan teknis"" pdhl wifi signal kuat ,misal pakai data jg lancar tapi knp jadi kyk gini ..ga bisa masuk sama sekali ..gimana nih",2,290,10.87.1-release.0,2025-04-09 17:40:06,,,10.87.1-release.0
2b942d03-7d36-472a-baae-b01cc0f16b39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"akhir² ini X jadi jelek banget udah seminggu X saya lemot mau like/posting ulang foto/video selalu keulang setelan awal (seperti belum dilike/posting ulang) bisa sih tapi pas lama² diliat lagi yg dilike/posting ulang udah balik lagi kesetelan awal (seperti belum dilike/posting ulang) tolong diperbaiki🙏🏻, dan X saya juga sering error kalau 1 hari atau setengah hari gak dibuka pasti kalau dibuka disuruh login ulang dan kalau login selalu gak bisa, tolong diperbaiki yah pihak X🙏🏻",1,5,11.0.0-release.0,2025-05-30 09:22:46,,,11.0.0-release.0
0aad8612-6955-4d9c-970a-b0ae228f4940,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin lama makin byk bugny, dari yg gk ngapail2in tiba2 akun ditangguhkan, ampe skrng liat twitter imageny g ada jdi putih semua tuu, kgk ada gambarnya. heran deh... tolong dong dulu gk kyk gini, malah kesannya kyk downgrade... minta tolong diperbaikinn",2,2,11.2.0-release.0,2025-06-09 11:33:30,,,11.2.0-release.0
76d19b6c-93da-41cd-9153-c45b8c03c183,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terlalu sering loading lama sampai berakhir error saat aplikasi baru akan digunakan, padahal tdk ada kendala sama sekali pada jaringan, sampai di update, install & uninstall berulang tetap error, ini sangat mengganggu kenyamanan pengguna",3,15,10.96.0-release.0,2025-05-24 20:09:09,,,10.96.0-release.0
ef65d220-fc33-49a0-b6ab-ebb43cb9d852,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk X ini bagusss bangetttt, Taapiiii, ada tapinya, kenapa saya sudah posting ulang vid atau gambar malah Nge-Bug (ketika membuka profil tidak ada) juga Apk nya sering keluar sendiri, itu aja sih, maaf kalau saya beri 3 bintang dulu🤗",3,76,10.88.1-release.0,2025-04-14 23:46:10,,,10.88.1-release.0
218bed09-eb36-4655-9cda-1fa258dbe8ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"X makin lama makin jelek. perkara gak bisa masuk jadi harus reinstall dulu, tapi makin jelek. dia gak ada refresh apa apa di beranda malah ke refresh tiba tiba. Al hasil postingan yang pengen dilihat selalu hilang. jelek dah pokoknya jelek 👎",1,164,10.96.0-release.0,2025-05-11 11:57:35,,,10.96.0-release.0
dd96d7b0-0129-495f-9dbe-05034cfd0eff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ngebug, saat masuk aplikasi tanggalnya berubah menjadi 01 Januari 1970 dan tidak ada gambarnya lalu saat saya refresh hanya muncul tidak dapat menimbulkan postingan harap coba lagi",1,4,11.0.0-release.0,2025-05-24 21:22:15,,,11.0.0-release.0
e30cd409-b140-44a5-84a2-9d0379cc3d1a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa si ga bisa login, selalu ada tulisan ""ada kesalahan teknis"" udh di coba berkali-kali, udh reboort hp, udh bolak balik hapus-download juga, padahal sebelum sebelumnya bisa, kenapa ini?",2,3,11.0.0-release.0,2025-05-24 04:20:18,,,11.0.0-release.0
371b95da-df9f-4b12-8733-c096ec5d0322,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Susah banget mau pakeusername, padahal pas dicari gaada yg pake. bangke ini lagi, ada notif pesan tp pas mau dilihat error inisiatif log out dulu baru log in lagi tp malah kagak bisa kocak",1,4,11.0.0-release.0,2025-05-24 00:36:46,,,11.0.0-release.0
ae6de8bb-469c-4b5e-ae6e-dbd9006ad3f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"update mulu tiap bulan, ngebug terus updaten bukan yang terbaru malah yang 2, 3 hari lalu. perasaan enak waktu Twitteran deh gak banyak update gak banyak bug gak kaya sekarang pas di rubah jadi x malah kacau.",1,4,11.0.0-release.0,2025-05-29 19:48:24,,,11.0.0-release.0
864410dc-eef0-4c05-9821-2736f2d376b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jelek deh sekarang apk ini,saya mau login di akun ini tiba-tiba disuruh verifikasi jadi saya tunggu terus verifikasi nya ngeloop terus dan gak bisa di apa apain tolong perbaiki pihak x,dulu saya suka apk ini tidak banyak bug dsn enak di pake sekarang banyak sekali bug😑",1,43,10.97.0-release.0,2025-05-16 15:33:48,,,10.97.0-release.0
258de584-e2e5-48d9-a14d-fd572de73f4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangatt bagus, dulu aku pas awal install 2017 gak tau cara mainnya di anggurin deh, pas 2018 temenku ngajarin serba serbi dan gmna cara main twitter, asik bangett. Sekarang betah bangetlah ya wkwkwk. Edit : makin jelek stlh gnti nama pindah ke tangan elont terlalu sering update, banyak bug, terdapat fitur batu yang tidak perlu, banyak bug bug bug sering log out sendiri, kena limit qrt dan reply bnyk yng gak keliatan(bukan krn pqrt/pr)",1,48,11.2.0-release.0,2025-06-06 22:51:10,,,11.2.0-release.0
91cd0b51-f6d8-4f49-9dce-4c98155bfcdf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong dong perbaikan kalau baca au yang chapternya udh 400 keatas suka ga bisa dibuka, malah kembali keawal lagi jadi susah bacanya harus di cari satu"", bikin lama aja bacanya kdng juga suka nglag apk nya",1,0,11.2.0-release.0,2025-06-08 21:16:27,,,11.2.0-release.0
e6351f81-c65d-4200-8f88-5b1159f588e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin kesini makin ga jelas ya, dikit-dikit dapat peringatan trs suruh verif, sedang itu hasil aktivitas saya sendiri bukan orang lain, trs puncaknya suruh verifikasi email tapi ketika di inputkan kode verifikasinya malah katanya ada kesalah, kan bego.",1,25,10.97.0-release.0,2025-05-21 20:21:20,,,10.97.0-release.0
64e6a6ca-8f31-4000-aa7f-05ec0012b242,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini gimana sih, udah bikin akun sampe 3 nggak bisa semua, ada tulisannya kesalahan teknis terus, giliran buka lewat chrome bisa, tolonglah di perbaiki, kok makin ke sini makin nggak jelas",1,2,11.0.0-release.0,2025-05-23 16:38:54,,,11.0.0-release.0
6ec736ff-74af-4ebc-8c63-6ccaeb0f1aee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"1. Akun tiba-tiba gak bisa DM karena aKun dibatasi. Apa yang menjadi penyebab dibatasi?. 2. X setelah diupdate dmnya error, bug, ilang, 3.Akun tiba2 keluar. Dibatasi untuk follow. 4. Telpon ga bisa dihidupkan speakernya",1,34,11.1.5-release.0,2025-06-02 18:33:14,,,11.1.5-release.0
04e4811e-86f3-488f-94ca-5b8154eae8a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"semanjak perbaharui kenapa malah 90blok yaa, sering keluar sendiri, gak bisa loginnn dan kadang koneksi bermasalah padahal pakai wifi... tolong diperbaiki masalah itu",1,2,11.0.0-release.0,2025-05-23 10:07:51,,,11.0.0-release.0
f626f81f-4fda-4b96-869b-97c2fa93791f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin kesini makin error trs, entah itu ngelag padahal sinyal lancar, gabisa ngesearching karna error. padahal sinyal BAGUS.",2,13,10.97.0-release.0,2025-05-20 19:10:13,,,10.97.0-release.0
bfd3a16c-3bbe-4359-866d-df3496a5d82e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"rusak, setelah Twitter berubah, banyak banget bug nya, akun gw hilang, bikin akun baru malah kena ban, padahal g ngapa-ngapain, balik ke akun lama, malah di suruh masukin nama pengguna, gw kan masalahnya lupa nama pengguna gw apa, namanya x, apaan x doang, apk paling rusak sekarang",1,6,11.1.5-release.0,2025-05-31 22:27:38,,,11.1.5-release.0
182a3365-5258-4687-b48f-dc83c27d02c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong dong, gue mau login dari kemaren katanya ada gangguan mulu, masa sampai hari ini tetap gak bisa login kalo lewat apk nya, lewat google bisa. di upgrade malah banyak bug nya",1,4,11.0.0-release.0,2025-05-23 14:54:48,,,11.0.0-release.0
0aec47c9-3e4d-4b1a-a4dc-c075274212eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saldo google play sudah terpotong, tapi akun saya belum juga premium, gak ditinjau juga, saya membutuhkan bantuan, tapi di help tidak mudah menemukan ini, jadi saya harus gimana? ini sangat merugikan dan membingungkan. tolong segera hubungi saya, terkait masalah ini, saya butuh bantuan",1,2,11.1.5-release.0,2025-06-03 07:16:11,,,11.1.5-release.0
9b0d357a-c02f-47af-9665-eb18c8e93432,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"akun pertama saya suka ke logout sendiri, gak jelas, udah terlalu sering begitu tanpa alasan yg jelas, bikin muak, sekarang pun kejadian lagi, dan pas saya mau masuk ke akun pertama saya malah gak bisa, malah muncul tulisan ""kesalahan teknis"" makin lama makin aneh",1,3,11.0.0-release.0,2025-05-23 19:08:25,,,11.0.0-release.0
cf0a44ce-3d5e-485d-8de7-eb28d9b65f8d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"DM ERROR! ada notif tapi pas cek dm ga ada pesan nya, jujur ini MENGANGGU bgt pdhl wifi lancar, memori cukup, apk udh di update tapi hasilnya sm aja 😔😔",2,1,11.0.0-release.0,2025-05-23 16:26:27,,,11.0.0-release.0
